Location,Population,date,HighestInfectionCount,PercentPopulationInfected
Jersey,101073,2021-02-25,0,0
Jersey,101073,2021-02-26,0,0
Jersey,101073,2021-02-27,0,0
Jersey,101073,2021-02-28,0,0
Jersey,101073,2021-03-01,0,0
Jersey,101073,2021-03-02,0,0
Jersey,101073,2021-03-03,0,0
Jersey,101073,2021-03-04,0,0
Jersey,101073,2021-03-05,0,0
Jersey,101073,2021-03-06,0,0
Jersey,101073,2021-03-07,0,0
Jersey,101073,2021-03-08,0,0
Jersey,101073,2021-03-09,0,0
Jersey,101073,2021-03-10,0,0
Jersey,101073,2021-03-11,0,0
Jersey,101073,2021-03-12,0,0
Jersey,101073,2021-03-13,0,0
Jersey,101073,2021-03-14,0,0
Jersey,101073,2021-03-15,0,0
Jersey,101073,2021-03-16,0,0
Jersey,101073,2021-03-17,0,0
Jersey,101073,2021-03-18,0,0
Jersey,101073,2021-03-19,0,0
Jersey,101073,2021-03-20,0,0
Jersey,101073,2021-03-21,0,0
Jersey,101073,2021-03-22,0,0
Jersey,101073,2021-03-23,0,0
Jersey,101073,2021-03-24,0,0
Jersey,101073,2021-03-25,0,0
Jersey,101073,2021-03-26,0,0
Jersey,101073,2021-03-27,0,0
Jersey,101073,2021-03-28,0,0
Jersey,101073,2021-03-29,0,0
Jersey,101073,2021-03-30,0,0
Jersey,101073,2021-03-31,0,0
Jersey,101073,2021-04-01,0,0
Jersey,101073,2021-04-02,0,0
Jersey,101073,2021-04-03,0,0
Jersey,101073,2021-04-04,0,0
Jersey,101073,2021-04-05,0,0
Jersey,101073,2021-04-06,0,0
Jersey,101073,2021-04-07,0,0
Jersey,101073,2021-04-08,0,0
Jersey,101073,2021-04-09,0,0
Jersey,101073,2021-04-10,0,0
Jersey,101073,2021-04-11,0,0
Jersey,101073,2021-04-12,0,0
Jersey,101073,2021-04-13,0,0
Jersey,101073,2021-04-14,0,0
Jersey,101073,2021-04-15,0,0
Jersey,101073,2021-04-16,0,0
Jersey,101073,2021-04-17,0,0
Jersey,101073,2021-04-18,0,0
Jersey,101073,2021-04-19,0,0
Jersey,101073,2021-04-20,0,0
Jersey,101073,2021-04-21,0,0
Jersey,101073,2021-04-22,0,0
Jersey,101073,2021-04-23,0,0
Jersey,101073,2021-04-24,0,0
Jersey,101073,2021-04-25,0,0
Kenya,53771300,2020-03-06,0,0
Kenya,53771300,2020-03-07,0,0
Kenya,53771300,2020-03-08,0,0
Kenya,53771300,2020-03-09,0,0
Kenya,53771300,2020-03-10,0,0
Kenya,53771300,2020-03-11,0,0
Kenya,53771300,2020-03-12,0,0
Isle of Man,85032,2021-01-21,0,0
Isle of Man,85032,2021-01-22,0,0
Isle of Man,85032,2021-01-23,0,0
Isle of Man,85032,2021-01-24,0,0
Isle of Man,85032,2021-01-25,0,0
Isle of Man,85032,2021-01-26,0,0
Isle of Man,85032,2021-01-27,0,0
Isle of Man,85032,2021-01-28,0,0
Isle of Man,85032,2021-01-29,0,0
Isle of Man,85032,2021-01-30,0,0
Isle of Man,85032,2021-01-31,0,0
Isle of Man,85032,2021-02-01,0,0
Isle of Man,85032,2021-02-02,0,0
Isle of Man,85032,2021-02-03,0,0
Isle of Man,85032,2021-02-04,0,0
Isle of Man,85032,2021-02-05,0,0
Isle of Man,85032,2021-02-06,0,0
Isle of Man,85032,2021-02-07,0,0
Isle of Man,85032,2021-02-08,0,0
Isle of Man,85032,2021-02-09,0,0
Isle of Man,85032,2021-02-10,0,0
Isle of Man,85032,2021-02-11,0,0
Isle of Man,85032,2021-02-12,0,0
Isle of Man,85032,2021-02-13,0,0
Isle of Man,85032,2021-02-14,0,0
Isle of Man,85032,2021-02-15,0,0
Isle of Man,85032,2021-02-16,0,0
Isle of Man,85032,2021-02-17,0,0
Isle of Man,85032,2021-02-18,0,0
Isle of Man,85032,2021-02-19,0,0
Isle of Man,85032,2021-02-20,0,0
Isle of Man,85032,2021-02-21,0,0
Isle of Man,85032,2021-02-22,0,0
Isle of Man,85032,2021-02-23,0,0
Isle of Man,85032,2021-02-24,0,0
Isle of Man,85032,2021-02-25,0,0
Isle of Man,85032,2021-02-26,0,0
Isle of Man,85032,2021-02-27,0,0
Isle of Man,85032,2021-02-28,0,0
Isle of Man,85032,2021-03-01,0,0
Isle of Man,85032,2021-03-02,0,0
Isle of Man,85032,2021-03-03,0,0
Isle of Man,85032,2021-03-04,0,0
Isle of Man,85032,2021-03-05,0,0
Isle of Man,85032,2021-03-06,0,0
Isle of Man,85032,2021-03-07,0,0
Isle of Man,85032,2021-03-08,0,0
Isle of Man,85032,2021-03-09,0,0
Isle of Man,85032,2021-03-10,0,0
Isle of Man,85032,2021-03-11,0,0
Isle of Man,85032,2021-03-12,0,0
Isle of Man,85032,2021-03-13,0,0
Isle of Man,85032,2021-03-14,0,0
Isle of Man,85032,2021-03-15,0,0
Isle of Man,85032,2021-03-16,0,0
Isle of Man,85032,2021-03-17,0,0
Isle of Man,85032,2021-03-18,0,0
Isle of Man,85032,2021-03-19,0,0
Isle of Man,85032,2021-03-20,0,0
Isle of Man,85032,2021-03-21,0,0
Isle of Man,85032,2021-03-22,0,0
Isle of Man,85032,2021-03-23,0,0
Isle of Man,85032,2021-03-24,0,0
Isle of Man,85032,2021-03-25,0,0
Isle of Man,85032,2021-03-26,0,0
Isle of Man,85032,2021-03-27,0,0
Isle of Man,85032,2021-03-28,0,0
Isle of Man,85032,2021-03-29,0,0
Isle of Man,85032,2021-03-30,0,0
Isle of Man,85032,2021-03-31,0,0
Isle of Man,85032,2021-04-01,0,0
Isle of Man,85032,2021-04-02,0,0
Isle of Man,85032,2021-04-03,0,0
Isle of Man,85032,2021-04-04,0,0
Isle of Man,85032,2021-04-05,0,0
Isle of Man,85032,2021-04-06,0,0
Isle of Man,85032,2021-04-07,0,0
Isle of Man,85032,2021-04-08,0,0
Isle of Man,85032,2021-04-09,0,0
Isle of Man,85032,2021-04-10,0,0
Isle of Man,85032,2021-04-11,0,0
Isle of Man,85032,2021-04-12,0,0
Isle of Man,85032,2021-04-13,0,0
Isle of Man,85032,2021-04-14,0,0
Isle of Man,85032,2021-04-15,0,0
Isle of Man,85032,2021-04-16,0,0
Isle of Man,85032,2021-04-17,0,0
Isle of Man,85032,2021-04-18,0,0
Isle of Man,85032,2021-04-19,0,0
Isle of Man,85032,2021-04-20,0,0
Isle of Man,85032,2021-04-21,0,0
Isle of Man,85032,2021-04-22,0,0
Isle of Man,85032,2021-04-23,0,0
Isle of Man,85032,2021-04-24,0,0
Isle of Man,85032,2021-04-25,0,0
Isle of Man,85032,2021-04-26,0,0
Isle of Man,85032,2021-04-27,0,0
Isle of Man,85032,2021-04-28,0,0
Isle of Man,85032,2021-04-29,0,0
Israel,8655541,2020-02-20,0,0
Macao,649342,2021-03-25,0,0
Macao,649342,2021-03-26,0,0
Macao,649342,2021-03-27,0,0
Macao,649342,2021-03-28,0,0
Macao,649342,2021-03-29,0,0
Macao,649342,2021-03-30,0,0
Macao,649342,2021-03-31,0,0
Macao,649342,2021-04-01,0,0
Macao,649342,2021-04-02,0,0
Macao,649342,2021-04-03,0,0
Macao,649342,2021-04-04,0,0
Macao,649342,2021-04-05,0,0
Macao,649342,2021-04-06,0,0
Macao,649342,2021-04-07,0,0
Macao,649342,2021-04-08,0,0
Macao,649342,2021-04-09,0,0
Macao,649342,2021-04-10,0,0
Macao,649342,2021-04-11,0,0
Macao,649342,2021-04-12,0,0
Macao,649342,2021-04-13,0,0
Macao,649342,2021-04-14,0,0
Macao,649342,2021-04-15,0,0
Macao,649342,2021-04-16,0,0
Macao,649342,2021-04-17,0,0
Macao,649342,2021-04-18,0,0
Macao,649342,2021-04-19,0,0
Macao,649342,2021-04-20,0,0
Macao,649342,2021-04-21,0,0
Macao,649342,2021-04-22,0,0
Macao,649342,2021-04-23,0,0
Macao,649342,2021-04-24,0,0
Macao,649342,2021-04-25,0,0
Macao,649342,2021-04-26,0,0
Macao,649342,2021-04-27,0,0
Macao,649342,2021-04-28,0,0
Macao,649342,2021-04-29,0,0
Malawi,19129955,2020-03-29,0,0
Malawi,19129955,2020-03-30,0,0
Malawi,19129955,2020-03-31,0,0
Malawi,19129955,2020-04-01,0,0
Malta,441539,2020-02-06,0,0
Malta,441539,2020-02-07,0,0
Malta,441539,2020-02-08,0,0
Malta,441539,2020-02-09,0,0
Malta,441539,2020-02-10,0,0
Malta,441539,2020-02-11,0,0
Malta,441539,2020-02-12,0,0
Malta,441539,2020-02-13,0,0
Malta,441539,2020-02-14,0,0
Malta,441539,2020-02-15,0,0
Malta,441539,2020-02-16,0,0
Malta,441539,2020-02-17,0,0
Malta,441539,2020-02-18,0,0
Malta,441539,2020-02-19,0,0
Malta,441539,2020-02-20,0,0
Malta,441539,2020-02-21,0,0
Malta,441539,2020-02-22,0,0
Malta,441539,2020-02-23,0,0
Malta,441539,2020-02-24,0,0
Malta,441539,2020-02-25,0,0
Malta,441539,2020-02-26,0,0
Malta,441539,2020-02-27,0,0
Malta,441539,2020-02-28,0,0
Malta,441539,2020-02-29,0,0
Malta,441539,2020-03-01,0,0
Malta,441539,2020-03-02,0,0
Malta,441539,2020-03-03,0,0
Malta,441539,2020-03-04,0,0
Malta,441539,2020-03-05,0,0
Malta,441539,2020-03-06,0,0
Norway,5421242,2020-02-23,0,0
Oceania,42677809,2020-01-25,0,0
Panama,4314768,2020-03-09,0,0
Paraguay,7132530,2020-03-07,0,0
Saint Helena,6071,2021-02-03,0,0
Saint Helena,6071,2021-02-04,0,0
Saint Helena,6071,2021-02-05,0,0
Saint Helena,6071,2021-02-06,0,0
Saint Helena,6071,2021-02-07,0,0
Saint Helena,6071,2021-02-08,0,0
Saint Helena,6071,2021-02-09,0,0
Saint Helena,6071,2021-02-10,0,0
Saint Helena,6071,2021-02-11,0,0
Saint Helena,6071,2021-02-12,0,0
Saint Helena,6071,2021-02-13,0,0
Saint Helena,6071,2021-02-14,0,0
Saint Helena,6071,2021-02-15,0,0
Saint Helena,6071,2021-02-16,0,0
Saint Helena,6071,2021-02-17,0,0
Saint Helena,6071,2021-02-18,0,0
Saint Helena,6071,2021-02-19,0,0
Saint Helena,6071,2021-02-20,0,0
Saint Helena,6071,2021-02-21,0,0
Saint Helena,6071,2021-02-22,0,0
Saint Helena,6071,2021-02-23,0,0
Saint Helena,6071,2021-02-24,0,0
Saint Helena,6071,2021-02-25,0,0
Saint Helena,6071,2021-02-26,0,0
Saint Helena,6071,2021-02-27,0,0
Saint Helena,6071,2021-02-28,0,0
Saint Helena,6071,2021-03-01,0,0
Saint Helena,6071,2021-03-02,0,0
Saint Helena,6071,2021-03-03,0,0
Saint Helena,6071,2021-03-04,0,0
Saint Helena,6071,2021-03-05,0,0
Saint Helena,6071,2021-03-06,0,0
Saint Helena,6071,2021-03-07,0,0
Saint Helena,6071,2021-03-08,0,0
Saint Helena,6071,2021-03-09,0,0
Saint Helena,6071,2021-03-10,0,0
Saint Helena,6071,2021-03-11,0,0
Saint Helena,6071,2021-03-12,0,0
Saint Helena,6071,2021-03-13,0,0
Saint Helena,6071,2021-03-14,0,0
Saint Helena,6071,2021-03-15,0,0
Saint Helena,6071,2021-03-16,0,0
Saint Helena,6071,2021-03-17,0,0
Saint Helena,6071,2021-03-18,0,0
Saint Helena,6071,2021-03-19,0,0
Saint Helena,6071,2021-03-20,0,0
Saint Helena,6071,2021-03-21,0,0
Saint Helena,6071,2021-03-22,0,0
Saint Helena,6071,2021-03-23,0,0
Saint Helena,6071,2021-03-24,0,0
Saint Helena,6071,2021-03-25,0,0
Saint Helena,6071,2021-03-26,0,0
Saint Helena,6071,2021-03-27,0,0
Saint Helena,6071,2021-03-28,0,0
Saint Helena,6071,2021-03-29,0,0
Saint Helena,6071,2021-03-30,0,0
Saint Helena,6071,2021-03-31,0,0
Saint Helena,6071,2021-04-01,0,0
Saint Helena,6071,2021-04-02,0,0
Saint Helena,6071,2021-04-03,0,0
Saint Helena,6071,2021-04-04,0,0
Saint Helena,6071,2021-04-05,0,0
Saint Helena,6071,2021-04-06,0,0
Saint Helena,6071,2021-04-07,0,0
Saint Helena,6071,2021-04-08,0,0
Saint Helena,6071,2021-04-09,0,0
Senegal,16743930,2020-02-28,0,0
Senegal,16743930,2020-02-29,0,0
Senegal,16743930,2020-03-01,0,0
Serbia,6804596,2020-02-26,0,0
Serbia,6804596,2020-02-27,0,0
Serbia,6804596,2020-02-28,0,0
Serbia,6804596,2020-02-29,0,0
Serbia,6804596,2020-03-01,0,0
Serbia,6804596,2020-03-02,0,0
Serbia,6804596,2020-03-03,0,0
Serbia,6804596,2020-03-04,0,0
Serbia,6804596,2020-03-05,0,0
Montserrat,4999,2021-02-08,0,0
Montserrat,4999,2021-02-09,0,0
Montserrat,4999,2021-02-10,0,0
Montserrat,4999,2021-02-11,0,0
Montserrat,4999,2021-02-12,0,0
Montserrat,4999,2021-02-13,0,0
Montserrat,4999,2021-02-14,0,0
Montserrat,4999,2021-02-15,0,0
Montserrat,4999,2021-02-16,0,0
Montserrat,4999,2021-02-17,0,0
Montserrat,4999,2021-02-18,0,0
Montserrat,4999,2021-02-19,0,0
Montserrat,4999,2021-02-20,0,0
Montserrat,4999,2021-02-21,0,0
Montserrat,4999,2021-02-22,0,0
Montserrat,4999,2021-02-23,0,0
Montserrat,4999,2021-02-24,0,0
Montserrat,4999,2021-02-25,0,0
Montserrat,4999,2021-02-26,0,0
Montserrat,4999,2021-02-27,0,0
Montserrat,4999,2021-02-28,0,0
Montserrat,4999,2021-03-01,0,0
Montserrat,4999,2021-03-02,0,0
Montserrat,4999,2021-03-03,0,0
Montserrat,4999,2021-03-04,0,0
Montserrat,4999,2021-03-05,0,0
Montserrat,4999,2021-03-06,0,0
Montserrat,4999,2021-03-07,0,0
Montserrat,4999,2021-03-08,0,0
Montserrat,4999,2021-03-09,0,0
Montserrat,4999,2021-03-10,0,0
Montserrat,4999,2021-03-11,0,0
Montserrat,4999,2021-03-12,0,0
Montserrat,4999,2021-03-13,0,0
Montserrat,4999,2021-03-14,0,0
Montserrat,4999,2021-03-15,0,0
Montserrat,4999,2021-03-16,0,0
Montserrat,4999,2021-03-17,0,0
Montserrat,4999,2021-03-18,0,0
Montserrat,4999,2021-03-19,0,0
Montserrat,4999,2021-03-20,0,0
Montserrat,4999,2021-03-21,0,0
Montserrat,4999,2021-03-22,0,0
Montserrat,4999,2021-03-23,0,0
Montserrat,4999,2021-03-24,0,0
Montserrat,4999,2021-03-25,0,0
Montserrat,4999,2021-03-26,0,0
Montserrat,4999,2021-03-27,0,0
Montserrat,4999,2021-03-28,0,0
Montserrat,4999,2021-03-29,0,0
Montserrat,4999,2021-03-30,0,0
Montserrat,4999,2021-03-31,0,0
Montserrat,4999,2021-04-01,0,0
Montserrat,4999,2021-04-02,0,0
Montserrat,4999,2021-04-03,0,0
Montserrat,4999,2021-04-04,0,0
Montserrat,4999,2021-04-05,0,0
Montserrat,4999,2021-04-06,0,0
Montserrat,4999,2021-04-07,0,0
Montserrat,4999,2021-04-08,0,0
Montserrat,4999,2021-04-09,0,0
Montserrat,4999,2021-04-10,0,0
Montserrat,4999,2021-04-11,0,0
Montserrat,4999,2021-04-12,0,0
Montserrat,4999,2021-04-13,0,0
Montserrat,4999,2021-04-14,0,0
Montserrat,4999,2021-04-15,0,0
Montserrat,4999,2021-04-16,0,0
Montserrat,4999,2021-04-17,0,0
Montserrat,4999,2021-04-18,0,0
Montserrat,4999,2021-04-19,0,0
Montserrat,4999,2021-04-20,0,0
Montserrat,4999,2021-04-21,0,0
Morocco,36910558,2020-02-07,0,0
Morocco,36910558,2020-02-08,0,0
Morocco,36910558,2020-02-09,0,0
Morocco,36910558,2020-02-10,0,0
Morocco,36910558,2020-02-11,0,0
Morocco,36910558,2020-02-12,0,0
Morocco,36910558,2020-02-13,0,0
Morocco,36910558,2020-02-14,0,0
Morocco,36910558,2020-02-15,0,0
Morocco,36910558,2020-02-16,0,0
Morocco,36910558,2020-02-17,0,0
Morocco,36910558,2020-02-18,0,0
Morocco,36910558,2020-02-19,0,0
Morocco,36910558,2020-02-20,0,0
Morocco,36910558,2020-02-21,0,0
Morocco,36910558,2020-02-22,0,0
Morocco,36910558,2020-02-23,0,0
Morocco,36910558,2020-02-24,0,0
Morocco,36910558,2020-02-25,0,0
Morocco,36910558,2020-02-26,0,0
Morocco,36910558,2020-02-27,0,0
Morocco,36910558,2020-02-28,0,0
Morocco,36910558,2020-02-29,0,0
Morocco,36910558,2020-03-01,0,0
Nauru,10834,2021-04-08,0,0
Nauru,10834,2021-04-09,0,0
Nauru,10834,2021-04-10,0,0
Nauru,10834,2021-04-11,0,0
Nauru,10834,2021-04-12,0,0
Nauru,10834,2021-04-13,0,0
Nauru,10834,2021-04-14,0,0
Nauru,10834,2021-04-15,0,0
Peru,32971846,2020-01-06,0,0
Peru,32971846,2020-01-07,0,0
Peru,32971846,2020-01-08,0,0
Peru,32971846,2020-01-09,0,0
Peru,32971846,2020-01-10,0,0
Peru,32971846,2020-01-11,0,0
Peru,32971846,2020-01-12,0,0
Peru,32971846,2020-01-13,0,0
Peru,32971846,2020-01-14,0,0
Peru,32971846,2020-01-15,0,0
Peru,32971846,2020-01-16,0,0
Peru,32971846,2020-01-17,0,0
Peru,32971846,2020-01-18,0,0
Peru,32971846,2020-01-19,0,0
Peru,32971846,2020-01-20,0,0
Peru,32971846,2020-01-21,0,0
Peru,32971846,2020-01-22,0,0
Peru,32971846,2020-01-23,0,0
Peru,32971846,2020-01-24,0,0
Peru,32971846,2020-01-25,0,0
Peru,32971846,2020-01-26,0,0
Peru,32971846,2020-01-27,0,0
Peru,32971846,2020-01-28,0,0
Peru,32971846,2020-01-29,0,0
Peru,32971846,2020-01-30,0,0
Peru,32971846,2020-01-31,0,0
Peru,32971846,2020-02-01,0,0
Peru,32971846,2020-02-02,0,0
Peru,32971846,2020-02-03,0,0
Peru,32971846,2020-02-04,0,0
Peru,32971846,2020-02-05,0,0
Peru,32971846,2020-02-06,0,0
Peru,32971846,2020-02-07,0,0
Peru,32971846,2020-02-08,0,0
Peru,32971846,2020-02-09,0,0
Peru,32971846,2020-02-10,0,0
Peru,32971846,2020-02-11,0,0
Peru,32971846,2020-02-12,0,0
Peru,32971846,2020-02-13,0,0
Peru,32971846,2020-02-14,0,0
Peru,32971846,2020-02-15,0,0
Peru,32971846,2020-02-16,0,0
Peru,32971846,2020-02-17,0,0
Peru,32971846,2020-02-18,0,0
Peru,32971846,2020-02-19,0,0
Peru,32971846,2020-02-20,0,0
Peru,32971846,2020-02-21,0,0
Peru,32971846,2020-02-22,0,0
Peru,32971846,2020-02-23,0,0
Peru,32971846,2020-02-24,0,0
Peru,32971846,2020-02-25,0,0
Peru,32971846,2020-02-26,0,0
Peru,32971846,2020-02-27,0,0
Peru,32971846,2020-02-28,0,0
Peru,32971846,2020-02-29,0,0
Peru,32971846,2020-03-01,0,0
Peru,32971846,2020-03-02,0,0
Peru,32971846,2020-03-03,0,0
Peru,32971846,2020-03-04,0,0
Peru,32971846,2020-03-05,0,0
Portugal,10196707,2020-02-02,0,0
Portugal,10196707,2020-02-09,0,0
Portugal,10196707,2020-02-15,0,0
Portugal,10196707,2020-02-23,0,0
Portugal,10196707,2020-03-01,0,0
Estonia,1326539,2020-02-12,0,0
Estonia,1326539,2020-02-26,0,0
Europe,748680069,2020-01-23,0,0
European Union,444919060,2020-01-23,0,0
Faeroe Islands,48865,2021-01-29,0,0
Faeroe Islands,48865,2021-01-30,0,0
Faeroe Islands,48865,2021-01-31,0,0
Faeroe Islands,48865,2021-02-01,0,0
Faeroe Islands,48865,2021-02-02,0,0
Faeroe Islands,48865,2021-02-03,0,0
Faeroe Islands,48865,2021-02-04,0,0
Faeroe Islands,48865,2021-02-05,0,0
Faeroe Islands,48865,2021-02-06,0,0
Faeroe Islands,48865,2021-02-07,0,0
Faeroe Islands,48865,2021-02-08,0,0
Faeroe Islands,48865,2021-02-09,0,0
Faeroe Islands,48865,2021-02-10,0,0
Faeroe Islands,48865,2021-02-11,0,0
Faeroe Islands,48865,2021-02-12,0,0
Faeroe Islands,48865,2021-02-13,0,0
Faeroe Islands,48865,2021-02-14,0,0
Faeroe Islands,48865,2021-02-15,0,0
Faeroe Islands,48865,2021-02-16,0,0
Faeroe Islands,48865,2021-02-17,0,0
Faeroe Islands,48865,2021-02-18,0,0
Faeroe Islands,48865,2021-02-19,0,0
Faeroe Islands,48865,2021-02-20,0,0
Faeroe Islands,48865,2021-02-21,0,0
Faeroe Islands,48865,2021-02-22,0,0
Faeroe Islands,48865,2021-02-23,0,0
Faeroe Islands,48865,2021-02-24,0,0
Faeroe Islands,48865,2021-02-25,0,0
Faeroe Islands,48865,2021-02-26,0,0
Faeroe Islands,48865,2021-02-27,0,0
Faeroe Islands,48865,2021-02-28,0,0
Faeroe Islands,48865,2021-03-01,0,0
Faeroe Islands,48865,2021-03-02,0,0
Faeroe Islands,48865,2021-03-03,0,0
Faeroe Islands,48865,2021-03-04,0,0
Faeroe Islands,48865,2021-03-05,0,0
Faeroe Islands,48865,2021-03-06,0,0
Faeroe Islands,48865,2021-03-07,0,0
Faeroe Islands,48865,2021-03-08,0,0
Faeroe Islands,48865,2021-03-09,0,0
Faeroe Islands,48865,2021-03-10,0,0
Faeroe Islands,48865,2021-03-11,0,0
Faeroe Islands,48865,2021-03-12,0,0
Faeroe Islands,48865,2021-03-13,0,0
Faeroe Islands,48865,2021-03-14,0,0
Faeroe Islands,48865,2021-03-15,0,0
Faeroe Islands,48865,2021-03-16,0,0
Faeroe Islands,48865,2021-03-17,0,0
Faeroe Islands,48865,2021-03-18,0,0
Faeroe Islands,48865,2021-03-19,0,0
Faeroe Islands,48865,2021-03-20,0,0
Faeroe Islands,48865,2021-03-21,0,0
Faeroe Islands,48865,2021-03-22,0,0
Faeroe Islands,48865,2021-03-23,0,0
Faeroe Islands,48865,2021-03-24,0,0
Faeroe Islands,48865,2021-03-25,0,0
Faeroe Islands,48865,2021-03-26,0,0
Faeroe Islands,48865,2021-03-27,0,0
Faeroe Islands,48865,2021-03-28,0,0
Faeroe Islands,48865,2021-03-29,0,0
Faeroe Islands,48865,2021-03-30,0,0
Faeroe Islands,48865,2021-03-31,0,0
Faeroe Islands,48865,2021-04-01,0,0
Faeroe Islands,48865,2021-04-02,0,0
Faeroe Islands,48865,2021-04-03,0,0
Faeroe Islands,48865,2021-04-04,0,0
Faeroe Islands,48865,2021-04-05,0,0
Faeroe Islands,48865,2021-04-06,0,0
Faeroe Islands,48865,2021-04-07,0,0
Faeroe Islands,48865,2021-04-08,0,0
Faeroe Islands,48865,2021-04-09,0,0
Faeroe Islands,48865,2021-04-10,0,0
Faeroe Islands,48865,2021-04-11,0,0
Faeroe Islands,48865,2021-04-12,0,0
Faeroe Islands,48865,2021-04-13,0,0
Faeroe Islands,48865,2021-04-14,0,0
Faeroe Islands,48865,2021-04-15,0,0
Faeroe Islands,48865,2021-04-16,0,0
Faeroe Islands,48865,2021-04-17,0,0
Faeroe Islands,48865,2021-04-18,0,0
Faeroe Islands,48865,2021-04-19,0,0
Faeroe Islands,48865,2021-04-20,0,0
Faeroe Islands,48865,2021-04-21,0,0
Faeroe Islands,48865,2021-04-22,0,0
Faeroe Islands,48865,2021-04-23,0,0
Faeroe Islands,48865,2021-04-24,0,0
Faeroe Islands,48865,2021-04-25,0,0
Faeroe Islands,48865,2021-04-26,0,0
Faeroe Islands,48865,2021-04-27,0,0
Faeroe Islands,48865,2021-04-28,0,0
Falkland Islands,3483,2021-02-07,0,0
Falkland Islands,3483,2021-02-08,0,0
Falkland Islands,3483,2021-02-09,0,0
Falkland Islands,3483,2021-02-10,0,0
Falkland Islands,3483,2021-02-11,0,0
Falkland Islands,3483,2021-02-12,0,0
Falkland Islands,3483,2021-02-13,0,0
Falkland Islands,3483,2021-02-14,0,0
Falkland Islands,3483,2021-02-15,0,0
Falkland Islands,3483,2021-02-16,0,0
Falkland Islands,3483,2021-02-17,0,0
Falkland Islands,3483,2021-02-18,0,0
Falkland Islands,3483,2021-02-19,0,0
Falkland Islands,3483,2021-02-20,0,0
Falkland Islands,3483,2021-02-21,0,0
Falkland Islands,3483,2021-02-22,0,0
Falkland Islands,3483,2021-02-23,0,0
Falkland Islands,3483,2021-02-24,0,0
Falkland Islands,3483,2021-02-25,0,0
Falkland Islands,3483,2021-02-26,0,0
Falkland Islands,3483,2021-02-27,0,0
Falkland Islands,3483,2021-02-28,0,0
Falkland Islands,3483,2021-03-01,0,0
Falkland Islands,3483,2021-03-02,0,0
Falkland Islands,3483,2021-03-03,0,0
Falkland Islands,3483,2021-03-04,0,0
Falkland Islands,3483,2021-03-05,0,0
Falkland Islands,3483,2021-03-06,0,0
Falkland Islands,3483,2021-03-07,0,0
Falkland Islands,3483,2021-03-08,0,0
Falkland Islands,3483,2021-03-09,0,0
Falkland Islands,3483,2021-03-10,0,0
Falkland Islands,3483,2021-03-11,0,0
Falkland Islands,3483,2021-03-12,0,0
Falkland Islands,3483,2021-03-13,0,0
Falkland Islands,3483,2021-03-14,0,0
Falkland Islands,3483,2021-03-15,0,0
Falkland Islands,3483,2021-03-16,0,0
Falkland Islands,3483,2021-03-17,0,0
Falkland Islands,3483,2021-03-18,0,0
Falkland Islands,3483,2021-03-19,0,0
Falkland Islands,3483,2021-03-20,0,0
Falkland Islands,3483,2021-03-21,0,0
Falkland Islands,3483,2021-03-22,0,0
Falkland Islands,3483,2021-03-23,0,0
Falkland Islands,3483,2021-03-24,0,0
Falkland Islands,3483,2021-03-25,0,0
Falkland Islands,3483,2021-03-26,0,0
Falkland Islands,3483,2021-03-27,0,0
Falkland Islands,3483,2021-03-28,0,0
Falkland Islands,3483,2021-03-29,0,0
Falkland Islands,3483,2021-03-30,0,0
Falkland Islands,3483,2021-03-31,0,0
Falkland Islands,3483,2021-04-01,0,0
Falkland Islands,3483,2021-04-02,0,0
Falkland Islands,3483,2021-04-03,0,0
Falkland Islands,3483,2021-04-04,0,0
Falkland Islands,3483,2021-04-05,0,0
Falkland Islands,3483,2021-04-06,0,0
Falkland Islands,3483,2021-04-07,0,0
Falkland Islands,3483,2021-04-08,0,0
Falkland Islands,3483,2021-04-09,0,0
Falkland Islands,3483,2021-04-10,0,0
Falkland Islands,3483,2021-04-11,0,0
Falkland Islands,3483,2021-04-12,0,0
Falkland Islands,3483,2021-04-13,0,0
Falkland Islands,3483,2021-04-14,0,0
Fiji,896444,2020-01-30,0,0
Fiji,896444,2020-01-31,0,0
Fiji,896444,2020-02-01,0,0
Fiji,896444,2020-02-02,0,0
Fiji,896444,2020-02-03,0,0
Fiji,896444,2020-02-04,0,0
Fiji,896444,2020-02-05,0,0
Fiji,896444,2020-02-06,0,0
Fiji,896444,2020-02-07,0,0
Fiji,896444,2020-02-08,0,0
Fiji,896444,2020-02-09,0,0
Fiji,896444,2020-02-10,0,0
Fiji,896444,2020-02-11,0,0
Fiji,896444,2020-02-12,0,0
Fiji,896444,2020-02-13,0,0
Fiji,896444,2020-02-14,0,0
Fiji,896444,2020-02-15,0,0
Fiji,896444,2020-02-16,0,0
Fiji,896444,2020-02-17,0,0
Fiji,896444,2020-02-18,0,0
Fiji,896444,2020-02-19,0,0
Fiji,896444,2020-02-20,0,0
Fiji,896444,2020-02-21,0,0
Fiji,896444,2020-02-22,0,0
Fiji,896444,2020-02-23,0,0
Fiji,896444,2020-02-24,0,0
Fiji,896444,2020-02-25,0,0
Fiji,896444,2020-02-26,0,0
Fiji,896444,2020-02-27,0,0
Fiji,896444,2020-02-28,0,0
Fiji,896444,2020-02-29,0,0
Fiji,896444,2020-03-01,0,0
Fiji,896444,2020-03-02,0,0
Fiji,896444,2020-03-03,0,0
Fiji,896444,2020-03-04,0,0
